,user_id,name,review_count,yelping_since,useful,funny,cool,elite,fans,average_stars,compliment_hot,compliment_more,compliment_profile,compliment_cute,compliment_list,compliment_note,compliment_plain,compliment_cool,compliment_funny,compliment_writer,compliment_photos
595,884d5739388d7ad071c68a6b71d5583e,Danielle,194,2009-09-26 22:06:59,257,39,102,"2016,2017,2018",15,4.32,5,6,0,0,0,5,8,30,30,6,4
596,4094a25919e07d60389c02648b60a6f5,Aude,66,2011-01-22 02:37:20,174,89,111,,11,3.8,0,2,0,0,0,5,1,3,3,1,4
597,b92d4e6874658632859db9fd0ab65069,JC,168,2013-12-17 20:30:19,195,73,99,"2015,2016,2017",11,4.01,12,0,0,0,0,2,14,7,7,10,15
598,5792d17919bcdeefaef5d366832eaa6d,Dao,202,2010-02-01 21:16:19,171,44,60,"2012,2013,2014",6,3.86,2,0,1,0,0,5,6,12,12,2,2
599,db8de72dc6c1b857e82513dd79e8fb99,Susan,572,2016-10-12 20:45:50,2723,819,1548,"2017,2018",47,3.95,40,18,3,0,0,90,143,118,118,50,89
600,a347efb3812841ac29544d347496ce40,Deliah,64,2008-05-28 23:22:22,221,64,117,,4,4.57,5,1,1,1,0,6,3,9,9,3,0
601,e0f3bf3213543030ebd734ae0683f3ee,Victor,216,2010-07-18 21:01:22,445,224,197,"2011,2012,2013,2014",14,3.99,16,6,3,0,0,18,21,23,23,22,1
602,c24dd03b6309695b0de8afaf3fdf0877,Shan,49,2010-11-17 05:35:34,73,15,35,,5,3.43,3,1,2,0,0,2,2,2,2,3,1
603,cc0a30c4a44c43e590348de9db577ca7,Ashley,62,2012-10-05 23:16:48,82,17,31,"2016,2018",4,4.22,4,1,0,0,0,1,4,2,2,1,1
604,9c8a99e3abd42321109146b60fd1754b,Vikki,90,2010-08-29 19:34:33,91,20,36,,5,3.78,1,0,0,0,0,1,3,3,3,2,0
605,a8e596a1433980106dd904a376bf9b02,Randy,146,2009-03-22 23:27:19,432,222,178,"2009,2010",6,3.18,9,11,2,2,3,16,14,19,19,16,0
606,24c03290f120936d631dd1f3b6e60c5e,Tracy,109,2011-08-09 04:58:07,411,162,310,"2013,2014",9,4.18,76,8,1,3,1,79,148,195,195,39,20
607,3becbdb5d6abe08792ce77d908669d14,Master,51,2013-10-19 14:58:30,41,10,9,,2,3.6,0,0,0,0,0,1,0,0,0,0,0
608,dade85c78a130097fd98437bf8736fb9,Paulius,244,2008-01-11 02:17:08,1373,1181,976,,56,4.11,59,9,0,1,4,51,109,107,107,59,2
609,ea13152aff174245e5303810aa7ad47c,Allan,81,2013-08-27 01:05:38,583,46,536,"2017,2018",8,3.95,3,1,0,0,0,0,5,4,4,1,0
610,6fa79ac140c14b4d92a3d9ec85938144,Alex,44,2010-06-14 18:24:33,121,23,24,"2014,2015",3,3.68,2,0,0,0,0,0,3,2,2,2,0
611,371a9b91569353fe78caf7ea5c29c7f5,Jessica,204,2009-12-22 19:04:44,299,74,95,,13,3.91,2,0,2,0,0,6,7,6,6,4,1
612,14fb0622c70d78defc311b8f571472bf,Grainne,357,2008-05-06 16:59:11,1573,592,628,"2010,2011,2012,2013,2014,2015,2016",31,3.8,91,9,1,3,2,99,324,121,121,64,7
613,6bcde397f72183fd27adc2ff87e3ea27,Betty,353,2013-07-04 00:31:19,778,398,494,"2013,2014,2015,2016,2017,2018",38,3.77,15,0,1,3,0,13,17,46,46,8,1
614,22f12394cbb515b5bf05987634fc79fd,Ashley,81,2012-12-25 00:42:48,178,67,109,"2016,2017,2018",18,4.38,3,7,0,0,0,11,5,10,10,10,3
615,e785f9fee306dae7296dc5043241f1b1,Ted,144,2008-11-21 02:21:48,209,81,96,"2009,2010,2011,2012",3,3.78,2,1,0,0,1,11,8,6,6,1,1
616,e9349ec0cd7479c6eb4b6479d9ed0b4c,Olivia,256,2016-01-02 16:45:42,253,93,153,"2016,2017,2018",22,4.07,2,4,1,0,0,14,8,12,12,10,3
617,321faf8411491ac1bcae93d433843d7a,Rhia,601,2008-06-21 00:28:45,376,204,291,"2009,2010,2011,2012",24,3.89,62,2,3,7,5,9,102,72,72,26,14
618,cbeaf4d3a1f2097e2c5af9f7c39c020a,Ricardo,240,2011-04-01 00:11:02,371,68,118,"2011,2012,2017",12,3.7,36,4,0,1,0,14,16,41,41,9,1
619,367ee2e877190742e95d86056ce1d8af,Marci,34,2017-02-27 17:30:49,19,2,1,,0,3.37,0,0,0,0,0,0,0,0,0,0,0
620,49eb40396dfc975c76258777783ba5f6,Angela,87,2009-11-29 22:40:53,165,42,41,,6,3.72,1,1,0,0,0,0,2,0,0,1,0
621,43d8b617a8e71daeeac31159749648a3,Deborah,65,2011-05-24 21:19:57,49,24,15,,2,3.52,1,3,0,0,0,3,16,15,15,0,0
622,32e56c504f7082bf018446b87ec4807d,Mackenzie,138,2011-03-15 17:39:58,185,38,84,,5,4.08,0,2,0,1,0,4,2,0,0,1,2
623,2b066b7647806a7bfc2d15cab1d36188,Antoine,79,2011-09-03 04:57:42,119,65,62,,4,4.15,0,0,1,0,1,1,5,7,7,7,1
624,135818bba4cc6f80e7f77eec61c3c7ba,Jason,93,2013-09-25 00:29:20,58,21,44,,2,3.79,0,1,0,0,0,1,2,0,0,0,0
625,ae4e6fc2d6074f7b8a2c9d87bb149901,Fawnia,42,2011-12-12 20:43:01,107,29,37,,5,4.84,4,0,0,0,0,0,3,8,8,1,0
626,faaf3673d96474aa67ae5d74d6dd0e74,Michelle,170,2016-02-11 00:22:42,247,21,76,"2016,2017,2018",11,3.67,5,1,0,0,0,3,1,4,4,3,7
627,e0c6d57e6976b3d585d03f8c60943ce6,Stephanie,36,2012-08-20 04:30:10,76,28,34,,2,3.15,6,0,0,0,0,6,7,9,9,2,2
628,dac0788ff34f229afdc0e8bfd8b73150,Tina,28,2013-12-11 04:16:50,25,2,3,,2,3.63,1,0,0,0,0,2,1,0,0,0,0
629,2c62c7c2cac1d20a7d1e26e361a7a386,Janice,98,2013-04-21 04:17:36,135,9,46,"2016,2017,2018",10,3.7,3,0,0,0,0,2,4,2,2,0,4
630,722e88ed1790f2cb73ac4f7b266df6dd,Mike,142,2011-11-08 06:21:55,186,45,68,"2014,2015,2016,2018",8,4.21,5,1,1,0,0,4,6,7,7,6,0
631,6a126362fdafcd8949eee147a65fcc93,Sammy,424,2009-02-16 07:08:30,2082,232,619,"2012,2013,2014,2015,2016,2017,2018",20,3.27,11,12,2,5,1,18,18,16,16,21,9
632,a1ef8f96caa4d5b5b9162d4b7096e95b,Payam,432,2008-10-22 22:57:35,1114,499,783,"2009,2010,2011,2012,2013,2014,2015,2016,2017,2018",45,3.79,132,18,15,8,3,90,354,256,256,128,22
633,6e7b9fe6ad91c5d144e85ef9de560874,Melissa,43,2015-03-05 00:38:45,74,22,8,,0,2.65,1,0,0,0,0,3,0,0,0,0,0
634,2e1bfc5aa5c3a1440332263ea6a3d71e,Mike,183,2010-11-28 16:51:17,456,181,369,"2016,2017,2018",20,4.75,17,0,1,0,0,6,15,16,16,7,33
635,d3ddd66af9c2e46f56a93b99d9b3eab4,Alex,93,2011-02-19 00:13:39,835,282,539,"2016,2017,2018",43,3.66,24,3,0,0,0,23,104,106,106,8,73
636,57abde1ee46641f225a7251a00203506,Tim,39,2011-03-25 18:34:44,76,16,27,,1,3.41,4,0,0,0,0,11,2,2,2,1,0
637,902358c34ded62149ca264d0451b9ae8,Linda,639,2009-08-13 08:03:08,972,255,449,"2012,2013,2014,2015,2016,2017,2018",40,3.65,7,6,1,5,0,5,29,34,34,23,10
638,f6477f378dee4f56a0c6f0b2faab189a,Gina,163,2007-06-11 04:00:38,351,105,104,"2014,2015,2016",19,3.51,5,4,0,2,0,8,6,4,4,4,2
639,6cb3f3b24173818736ba5eae3097e3da,Nathaniel,163,2012-10-06 00:51:22,127,84,35,,2,2.37,1,0,0,0,0,4,3,1,1,2,0
640,8b22d402cb6a9a72e8f60ee94f890061,Diana,93,2010-02-06 05:29:26,102,15,33,2018,4,3.77,0,0,1,0,0,1,0,2,2,1,1
641,05e160cc6ac5eabeb45b96422b72d6d4,B,31,2009-07-24 16:32:04,90,15,22,,0,3.56,0,0,0,0,0,1,0,0,0,0,1
642,c9fd086e435bf2fdaf2aca72a9473af2,Veronica,215,2010-12-13 05:05:08,871,435,514,"2012,2013,2014,2015,2016,2017",42,3.78,110,32,18,7,11,291,407,267,267,88,43
643,65d9f8b42ff106ffc20f2a7b90cab313,Jo Marie,49,2010-07-01 17:47:44,109,32,48,,4,3.8,9,1,1,1,0,12,7,16,16,1,0
644,3069fb3e8e27693f49970d701fdc71f3,Joanna Marie,64,2014-11-14 00:54:30,161,88,108,"2015,2016",11,4.39,1,0,0,0,0,1,2,3,3,2,3
645,43fcb44d72d71df706605197f6845bba,Monika,26,2013-04-25 16:21:22,23,3,8,,1,5.0,1,0,0,0,0,0,0,0,0,0,0
646,43fc83994ab953e21fd1beee49101a3d,Maricel,171,2010-08-21 02:44:27,132,24,41,"2017,2018",8,4.09,1,0,0,0,0,0,1,1,1,0,1
647,20b1330b51b39e6743e99e659f462f2f,Mahrad,101,2015-03-11 08:18:26,104,40,47,2018,7,4.13,1,2,0,0,0,1,3,4,4,0,1
648,7ce8541584cc38c18b9cc50008dd0005,David,105,2012-06-27 04:05:47,102,22,27,"2012,2013",3,3.63,3,0,0,1,0,3,6,6,6,4,1
649,1f98c5844e5990635a89a7928e2bcc5c,Chand,136,2011-01-07 11:35:39,141,13,22,,4,4.36,1,1,0,0,0,2,9,2,2,1,2
650,9bb5bb31a798e3d160989dd127d54681,Christopher,43,2011-05-09 08:05:42,43,6,13,2018,3,3.58,1,0,0,0,0,0,1,0,0,0,0
651,8983a738c868b77f42dbc85728a53b45,Angelo,1290,2012-03-17 16:08:11,3660,1324,2387,"2012,2013,2014,2015,2016,2017,2018",53,3.72,66,5,7,1,0,36,84,148,148,34,8
652,0241fc3e1354e23f9bd65b3270c21ab6,Rachel,195,2013-04-13 06:48:41,560,221,202,"2014,2015,2016,2017,2018",14,3.99,4,0,0,0,0,11,14,6,6,4,1
653,55fb483880e4316e835bec70bbd8e5eb,Erin,124,2008-08-21 15:09:34,427,305,135,,16,3.73,7,2,0,0,0,3,8,9,9,11,3
654,4f1e8c3156dc2828747f196194d17a78,Erni,385,2012-09-19 02:21:12,219,48,82,,8,4.12,4,4,0,0,0,5,5,3,3,4,0
655,245848e2a34cdb6e2aada266d0cafe4c,Chris,84,2008-05-13 20:09:09,613,558,508,"2009,2010,2011,2012",22,3.53,141,13,2,19,6,90,167,172,172,26,3
656,bb8621320b6e5c91a07f1f581b52388e,Celeste,103,2017-02-10 16:57:15,205,60,91,2018,19,4.07,2,0,0,0,0,4,9,5,5,4,3
657,0e0f491f33db3166e509c6446e382496,Michael,38,2010-01-21 05:35:06,70,30,33,"2011,2012",10,3.64,1,2,2,0,0,1,8,8,8,1,0
658,b4a3aea52dea7ad3fc324a8c8d4356fc,Liz,135,2009-07-08 02:17:34,230,75,87,,14,3.43,8,7,2,0,0,14,7,4,4,5,2
659,bc03aa992f3e684f29fb42b182e1762a,Michelle,121,2017-01-28 20:11:16,200,65,72,"2017,2018",7,3.67,3,0,0,0,0,6,6,5,5,2,5
660,030c7eedb03ce5850401601e72da8cf1,Daniel,46,2015-09-11 21:26:24,48,10,11,,0,2.15,0,0,0,0,0,0,0,0,0,0,0
661,3b2a62dbd187574dd85e45eb241ce640,John,1219,2009-05-09 22:02:56,1524,451,575,"2013,2014,2015,2016,2017,2018",34,3.77,9,4,1,0,0,13,21,24,24,13,10
662,935e8ed9d1a79c78fd579e4fe2cf4495,Angela,36,2010-08-28 19:22:08,38,8,9,,1,4.18,1,0,0,0,0,2,0,2,2,0,0
663,a3da67528a993209bfdf71d61a029e27,Jana,30,2010-10-26 23:57:18,68,11,6,,1,4.3,0,0,0,0,0,0,0,0,0,0,0
664,2da7ba9b767c8ed30b819c999ad861da,Jenna,74,2013-07-24 15:09:06,262,49,189,"2017,2018",7,4.47,2,2,1,0,0,5,4,13,13,6,0
665,44a7c52e6639087c07e1caf177897dc7,Charly,80,2010-07-19 16:11:10,124,25,25,"2011,2012",1,3.56,2,8,0,1,0,6,5,5,5,7,0
666,bd41ff41e48378acbe6c9e37e6fd9a01,Melba,88,2014-03-02 21:04:08,91,14,38,"2015,2016,2017,2018",3,3.34,0,2,0,0,0,1,5,1,1,1,2
667,1eacdd2d4a37a33614a0b5f458348629,Whitney,93,2014-02-24 15:03:14,123,32,58,"2016,2017,2018",7,3.95,1,0,0,0,0,3,2,5,5,1,2
668,480285bd874aae460985dc768269a558,Realtor Karl,1976,2008-12-21 22:25:32,1655,494,516,,56,3.71,3,3,0,2,0,28,19,23,23,15,0
669,9cf2270504efd866f8e58c2307fd2540,Ken,32,2011-03-10 04:34:37,17,6,5,,1,3.79,0,0,0,0,0,0,0,0,0,0,0
670,b6b8540e45b59ae8530c61b57d3a5746,Kevin,127,2010-09-09 18:10:47,154,92,64,2015,3,3.59,2,1,1,0,0,1,9,4,4,3,1
671,57c7aca93518244d1f06ee8f6768a270,Jana,126,2009-11-04 19:02:12,372,295,230,2011,14,3.63,12,6,1,3,1,19,26,26,26,11,1
672,54b99d55347799b1feb6115b1983400e,Annabelle,145,2009-07-09 00:37:50,185,32,63,,2,4.24,0,1,0,0,0,5,5,9,9,1,0
673,91bb113ecbc9ddfb52f2b7dacc779a6f,Joshua,129,2010-08-26 05:53:34,226,28,72,,12,4.08,3,0,1,0,0,3,5,3,3,2,2
674,f2b4a91756a6320b88d265b706e30664,Carl,186,2009-10-02 14:20:28,432,248,214,"2010,2011,2012,2013,2014,2015",15,4.01,39,3,1,1,1,14,40,35,35,20,2
675,be5540ca33f8283f8067171083c0d72b,Kim,29,2014-12-15 17:43:12,15,3,3,,1,3.24,1,1,0,0,0,1,0,0,0,0,0
676,6701ac9b31b050657756768a50ff77ae,Jimi,392,2008-10-30 22:55:06,830,419,338,,18,3.84,13,5,0,0,0,22,20,17,17,23,6
677,3e8f0a85a86a039d9f9ed99808292ae7,Chatele,69,2015-04-05 21:13:31,119,32,71,"2016,2017",5,3.58,3,0,0,0,0,4,4,7,7,4,0
678,25db333ef957bd41b467c02732fa5e86,Ellen,113,2012-06-30 19:32:24,259,104,162,"2014,2015,2016,2017",13,4.2,13,5,1,2,0,4,16,24,24,11,3
679,64e28c7e2e0285c64409c1636ed214b9,Henri,30,2012-03-06 18:59:37,17,5,8,,2,4.29,0,0,0,0,0,1,1,0,0,0,0
680,5c00aafa56c2aa0f5d8d1b76da28ae3f,Matthew,95,2017-06-07 22:44:14,105,32,59,"2017,2018",3,3.59,3,0,0,0,0,3,2,6,6,2,0
681,bc674b67c9f5b42be778946911bb32f2,Tessa,370,2012-03-06 19:20:01,355,113,173,"2012,2013,2014,2015,2016,2017,2018",24,4.17,17,5,0,1,0,3,15,18,18,16,5
682,bacd93ffe40866de82534b1f2d1a1264,Chris,419,2009-07-11 08:03:44,945,235,228,"2012,2013,2014,2015,2016",30,3.53,6,6,0,0,0,19,18,17,17,11,6
683,7fa56740f3061d09e2d6cff6f26694bc,stephanie,89,2011-07-17 22:04:56,145,23,39,2012,8,3.97,1,1,0,0,0,2,3,3,3,2,0
684,3d55981fb0c41629dd5d413726b5097d,Alfie,57,2013-07-31 02:58:31,88,30,25,,3,3.64,1,0,0,0,0,1,2,1,1,0,0
685,1ab8c3eb14e2ea38272f38ed3277a42c,Leila,1165,2010-05-27 22:57:51,4800,1993,3243,"2013,2014,2015,2016,2017,2018",137,3.6,104,9,3,2,1,91,177,243,243,78,180
686,19770eb79584beaab5815633fbcf3412,Dan,166,2011-02-15 15:41:11,596,448,379,"2011,2012,2013,2014,2015",23,3.93,37,13,0,2,3,15,36,41,41,22,0
687,f809bf512ccf5e7fb4ff285bd77aea14,Jared,30,2009-08-27 16:22:35,22,5,11,,1,4.61,2,0,0,0,0,1,2,10,10,1,0
688,070a8466a21764bc35f3bca785564290,Stephanie,35,2009-03-12 16:56:52,63,21,23,,3,2.88,0,1,1,0,0,3,1,1,1,1,0
689,7591197ca4499383bfed68abe66d32a4,Mark,690,2012-08-04 19:54:45,898,147,270,"2013,2014,2015,2016,2017,2018",18,3.71,5,3,0,0,0,8,21,21,21,23,1
690,a0266e2e04ee17938eed38bac810c832,Ryan,306,2007-05-10 16:53:54,2040,1771,1739,"2009,2010,2011,2012,2013,2014,2015,2016,2017",43,3.81,504,43,55,45,26,167,470,424,424,129,26
691,f3799efab65b9727964a79a2ee34fb37,Ann,175,2014-03-30 23:37:55,143,57,58,,7,3.98,0,0,0,0,0,3,3,4,4,0,1
692,f831c9cc6ef65d6c13366c90c40efc6c,No More Yelp,167,2007-12-26 01:56:02,384,112,108,"2011,2012,2013,2014,2015",15,4.01,8,2,1,0,0,7,11,13,13,6,0
693,5c888aebce4cacb1a2a00b8ad31b8f5e,Michele,31,2012-12-02 03:42:46,114,49,37,2015,20,4.18,8,0,0,0,0,6,10,8,8,4,3
694,6bddb56390c7549e93acb5b9d2b3f627,Jordan,32,2010-03-27 16:27:59,35,1,9,,1,3.18,0,1,0,0,0,1,0,0,0,0,0
695,7bef7602e6c61858645326b65e79a181,Toni,132,2012-12-29 23:02:15,586,391,456,,12,3.45,23,2,0,6,0,17,17,50,50,8,9
696,c01895674c489c9aa975b99dbf66c19e,Joelle,319,2008-06-14 18:09:08,1175,565,641,"2008,2009,2010,2011,2012,2013,2014,2015,2016,2017",58,3.45,50,15,10,14,13,36,45,106,106,44,12
697,fc7587be0f1bf306121248d6de9b9e1f,Morgan,376,2012-08-22 16:29:01,968,275,520,"2015,2016,2017,2018",45,4.15,8,6,0,0,0,33,51,36,36,42,5
698,8724bb948936b45c6fb6b299b53b8932,Garett,341,2013-07-25 02:52:38,1284,755,889,"2013,2014,2015,2016,2017,2018",25,3.44,23,5,0,0,4,31,27,43,43,37,4
699,dd5601b5f794c97538979bd351e567c8,Betty,49,2013-09-16 01:31:11,51,6,17,2018,1,3.49,0,1,0,0,0,0,0,1,1,1,1
700,73537d58a05e7e93370d7294a8986f42,Ashlee,95,2013-06-20 20:41:49,113,27,56,"2017,2018",2,4.28,0,0,0,0,0,1,2,2,2,4,0
701,f05bec2bac997be52af8095d2fdf28ba,Heidi,188,2009-01-20 22:19:44,497,215,228,"2011,2012,2013,2014,2015",19,3.29,32,5,1,2,4,37,41,35,35,20,1
702,2122cc7ffde93d61d86b278e51344dd8,Queenie,99,2010-08-28 02:35:27,258,45,99,"2010,2011,2012,2013",13,2.91,26,3,1,0,0,12,20,23,23,22,7
703,708133af8ac387e2a66de5aa417f8aaf,Beth,142,2010-11-29 23:20:01,550,287,221,"2011,2012",20,3.84,17,2,1,1,2,19,4,16,16,10,1
704,34dea4ede612fd05bd8431c597204b3d,Tania,128,2007-02-22 17:11:02,118,32,67,,6,3.77,1,5,2,0,0,2,2,8,8,3,0
705,ea3aa6758496bf10e3231b34b9f18b5a,Kay,583,2012-11-08 20:18:32,2110,988,1522,"2013,2014,2015,2016,2017,2018",75,3.7,94,11,3,2,0,72,74,215,215,98,57
706,6e46a5c97c3a985558c09f905e110815,Foodie,53,2009-11-23 04:06:07,84,29,33,,9,3.1,5,2,0,0,1,3,2,3,3,2,2
707,426ad317c134fae924c871a9a746d5be,Cathy,654,2010-12-04 17:30:19,2144,1822,999,"2011,2012,2013,2014,2015,2016,2017,2018",44,3.69,117,22,2,1,7,51,250,375,375,38,2
708,946baee8fee2bd239276d42c03a7f7d5,Erik,45,2011-07-28 05:43:19,52,19,7,,2,3.24,0,0,0,0,0,2,1,1,1,0,0
709,162bed14833de651b88ef82d73080650,Matt,70,2013-07-15 20:51:35,19,5,9,,1,4.94,0,1,0,0,0,0,1,0,0,0,0
710,426fba418c0d3b6a49fc15cf35793f1b,Karen,155,2009-08-06 18:14:35,388,84,165,"2011,2012,2013,2016,2017,2018",18,3.91,8,1,1,0,0,15,18,20,20,20,1
711,15f17f91964c2cc965a23b16ed8bcda5,Jenny,516,2012-02-09 14:09:31,1591,829,741,"2013,2014,2015,2016,2017,2018",83,3.47,100,7,5,2,0,96,167,125,125,90,4
712,243fb34cd753e9eac936f91c10989427,Addy,134,2012-05-09 10:00:41,412,94,165,"2013,2014,2017,2018",23,3.57,7,2,1,0,0,10,9,17,17,5,2
713,15b93f5b577dfa24e8532676d2479800,Aimee,137,2013-06-28 02:30:15,333,183,228,"2017,2018",15,4.1,24,4,0,1,0,17,49,25,25,14,18
714,89c2f209219884d2e5381bafa41e2708,Amanda,164,2015-03-19 16:51:55,447,166,399,"2015,2016,2017,2018",35,3.99,24,1,1,1,0,9,22,29,29,16,8
715,a26e5a0dec4977a39c61b1bef4eebbd0,Shubhi,204,2013-04-14 03:50:13,756,393,658,"2016,2017,2018",24,3.75,21,1,3,1,0,26,50,58,58,19,35
716,54ede47913d927f65c22942231ce2930,Jeong,67,2017-01-07 03:27:56,26,86,19,2017,3,3.0,0,0,0,0,0,1,2,0,0,0,0
717,4f9053df2630cb91bed99342c1805529,Michelle,49,2013-07-08 20:50:54,60,13,8,,4,3.33,0,0,0,0,0,1,1,0,0,0,0
718,fb9484326fba28caea8c4ad32e57e880,Dafney,56,2015-09-20 03:49:59,74,10,17,,2,3.25,0,0,0,0,0,7,1,2,2,0,1
719,690c53a6a61767fa5bbd32ac67184e34,Kathy,182,2009-01-23 18:03:02,141,65,49,"2010,2012,2013",6,3.63,3,3,3,1,0,4,5,5,5,1,0
720,1bfbb53538aa9656831e7df0d1b42726,Queen City Reviewer,58,2010-11-23 00:05:27,13,4,2,,0,4.06,0,0,0,0,0,0,1,0,0,0,0
721,02e3dbcc2b271c82b29262bbffb27913,Karen,43,2014-02-02 22:33:48,30,30,11,,2,2.94,1,0,0,0,0,1,0,0,0,2,0
722,4be25b6f28065162f3685b2831c62188,Janite,102,2012-09-30 18:24:52,201,55,150,"2017,2018",6,4.12,5,0,0,0,0,2,10,8,8,0,1
723,d664bc9ea73208fbb6955bdc6b87c3f9,Erin,953,2009-12-27 19:04:09,3092,1581,680,"2011,2012,2013,2014,2015,2016,2017",37,3.11,9,11,5,1,0,63,37,24,24,28,1
724,e3e91956b01ff1f839e3522eba032621,Tatyana,374,2008-09-30 18:11:45,1067,632,712,"2009,2010,2011,2012,2013,2014,2015",39,3.72,119,12,9,16,2,29,54,98,98,19,9
725,907bac9331ee1d498dcdea1977f081e0,Jenny,133,2009-03-04 04:00:05,360,130,212,2012,25,4.09,35,9,1,3,2,27,68,51,51,29,4
726,22e3953037fd0c9f9003e4aaa624613c,Jacqui,53,2012-05-26 17:56:05,14,10,2,,1,3.75,0,0,0,0,0,0,1,0,0,0,0
727,1fcfdc42f0c133d2f95345ab325453e8,Paul,45,2015-07-13 18:50:24,15,12,7,,4,4.16,0,0,0,0,0,1,1,0,0,0,0
728,1c6fca59cd61ca47c20dad9a355fcfe0,Ronald,44,2011-03-27 05:22:25,104,21,13,,1,2.59,1,0,0,0,0,1,1,0,0,3,0
729,288ea0d20a39ae4ae875893d821cc87a,Jason,90,2012-05-25 22:35:45,72,17,31,,5,4.07,1,0,1,0,0,2,8,2,2,0,0
730,9f4678a24cdc487bf9922c8a8de4da7c,Matt,43,2010-08-25 16:05:11,86,29,28,"2012,2013,2014",0,3.31,4,0,1,0,0,9,11,10,10,2,0
731,e7997636348bd3c6001cdbf17581107b,Takuya,86,2011-11-06 21:21:06,329,175,244,"2014,2015",14,3.98,14,1,1,1,0,24,22,47,47,21,25
732,7e6c50e9493c5557fab616124dc339bc,Viet,146,2017-05-26 15:34:59,110,20,28,"2017,2018",3,3.25,2,1,0,0,0,0,4,0,0,2,0
733,1d939f15960fd1394b238cbea1cd14a3,Jacqui,252,2015-11-13 07:50:03,120,18,47,,1,4.58,0,1,0,0,0,0,1,0,0,0,1
734,ef2520d61a6c8542b1862fdbeeeb4a28,John,705,2009-01-29 22:56:22,2118,723,912,"2009,2010,2011,2012,2013,2014,2015,2016,2017,2018",43,3.91,26,10,2,0,6,28,40,77,77,51,3
735,985db7cef8e36fea28fa8e07b7d163e4,Lauren,373,2010-09-16 21:48:27,830,160,223,"2011,2012,2013,2014,2015,2016",21,3.62,42,2,1,1,1,18,30,34,34,27,1
736,4b351ff572760253173cbd77a9e3aa8e,Trisha,30,2013-05-03 19:45:31,50,12,12,,0,3.75,0,0,0,0,0,0,0,0,0,0,0
737,576b5f6aff04cbe674a30a8149ff9d5c,Matthew,61,2010-08-21 16:17:43,156,33,34,,5,2.94,1,0,0,1,0,4,4,0,0,0,0
738,93dd83520ca58dae45034a1047fbd0df,JR,122,2011-08-25 19:51:25,218,63,59,,0,3.43,1,1,0,0,0,3,0,3,3,1,0
739,ee24bba658f5f97d3abeba4b45436fb1,Kelly,275,2012-01-31 19:39:53,608,221,417,"2017,2018",23,4.71,4,1,0,2,0,13,17,24,24,5,10
740,c99dff8146af7916edea81ea8df23579,Nerissa,149,2013-08-05 01:41:43,107,27,22,,3,2.49,0,0,0,0,0,1,2,1,1,3,0
741,8c9527c4a05d4e58702e50bf07260e50,Megan,92,2015-08-02 22:11:54,147,21,36,"2016,2017,2018",9,4.22,3,3,0,0,0,2,15,2,2,3,0
742,a11994396a83a6efe451d8ccab3dfaa0,JD,413,2010-08-05 00:21:28,1884,919,1421,"2015,2016,2017,2018",59,3.78,48,10,1,1,0,48,75,102,102,30,113
743,be95176a4b15ca1bbff6892b5825f343,Connie,44,2008-11-20 04:47:55,69,11,17,2017,4,3.8,0,0,0,0,0,2,13,6,6,4,0
744,8218d9a64f5fd73789c57d11c87b37d1,NJ,90,2009-02-14 16:24:36,205,52,57,,6,3.33,5,3,4,2,2,6,3,7,7,2,0
745,c0cdad89d7ecce8a2dbf0106ca9edfa9,Tzarina,280,2013-09-22 00:07:03,963,454,744,"2014,2015,2016,2017,2018",49,4.03,80,2,7,4,0,34,66,110,110,62,60
746,2c1306750e7e28d38333acd390348652,Kate,76,2008-08-07 18:38:00,191,56,79,"2010,2011,2012,2013",5,4.02,6,2,0,3,0,10,15,12,12,3,0
747,0a8dde3ca303ea8e90c95cfe19144e48,Alex,96,2015-05-16 07:09:11,121,16,49,"2016,2017,2018",7,3.59,1,0,2,0,0,0,3,1,1,1,0
748,8265af2bfa6071ff4d8bab159a6d1955,Tamia,479,2013-03-27 17:09:47,507,157,221,"2014,2015,2016,2017,2018",15,3.9,21,2,0,0,1,18,18,28,28,7,11
749,b1f7069fd5ea3751910d573823e24985,Amy,1156,2007-02-07 20:41:39,1750,757,846,"2014,2015,2016,2017,2018",98,3.72,30,4,3,2,0,18,37,36,36,29,13
750,38f0d248cd00d0c38a9b6ce145e9903a,Jacob,46,2013-02-02 23:24:24,53,21,12,,0,2.67,0,0,0,0,0,1,2,0,0,0,0
751,9167ce54bc98000572d56f77960ba7cc,Chris,176,2010-08-20 13:27:44,100,16,28,,3,3.86,0,0,0,0,0,1,0,0,0,1,0
752,1527aa4a6c05b42a9ee7fc93f1949e8c,Yvonne,192,2013-02-10 22:37:07,102,23,43,2018,7,3.25,2,0,0,0,0,6,7,4,4,0,1
753,4d61aec3e6bbc7f0638e8f3b0055f713,Denny,32,2011-10-22 03:32:33,54,20,10,,0,3.69,0,0,0,0,0,0,1,0,0,0,0
754,1ee152f55791f2e55edc958972bb4943,Greg,454,2014-10-04 23:18:44,285,123,142,"2016,2017,2018",10,3.98,13,2,1,0,0,7,7,5,5,4,3
755,bd1b7ef64bd8323c5fc6644334218874,Dustin,43,2014-03-20 03:59:53,71,19,17,"2015,2016",5,3.68,0,1,0,0,0,1,1,3,3,2,0
756,f99a6920a4b4be09fb79809f35bf59ad,Steve,49,2009-07-06 00:44:18,99,33,21,,2,3.68,1,0,0,0,0,4,3,2,2,0,1
